method,uri,route_name,controller,action,authentication,active_user_guard,role_guard,company_guard,form_request,policy,service,pagination,rate_limit,feature_test,postman_request,documentation,audit_status,notes
"POST","/api/v1/cv/{cvFile}/archive","v1.cv.archive","App\Http\Controllers\Api\V1\CV\CVController","archive","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","CVService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/CVTest.php; tests/Feature/Api/V1/PrimaryCVTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/cv/{cvFile}/confirm","v1.cv.confirm","App\Http\Controllers\Api\V1\CV\CVController","confirm","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","CVService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/CVTest.php; tests/Feature/Api/V1/PrimaryCVTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/cv/{cvFile}/download","v1.cv.download","App\Http\Controllers\Api\V1\CV\CVController","download","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","CVService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/CVTest.php; tests/Feature/Api/V1/PrimaryCVTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/cv/{cvFile}/make-primary","v1.cv.make-primary","App\Http\Controllers\Api\V1\CV\CVController","makePrimary","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","CVService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/CVTest.php; tests/Feature/Api/V1/PrimaryCVTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/cv/{cvFile}/parsed","v1.cv.parsed","App\Http\Controllers\Api\V1\CV\CVController","parsed","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","CVService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/CVTest.php; tests/Feature/Api/V1/PrimaryCVTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/cv/{cvFile}/restore","v1.cv.restore","App\Http\Controllers\Api\V1\CV\CVController","restore","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","CVService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/CVTest.php; tests/Feature/Api/V1/PrimaryCVTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/cv/{cvFile}/suggestions","v1.cv.suggestions.index","App\Http\Controllers\Api\V1\Profile\ProfileSuggestionController","index","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","ProfileSuggestionService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/ProfileSuggestionTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/cv/{cvFile}/suggestions/generate","v1.cv.suggestions.generate","App\Http\Controllers\Api\V1\Profile\ProfileSuggestionController","generate","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","ProfileSuggestionService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ProfileSuggestionTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/employer/profile","v1.employer.profile.show","App\Http\Controllers\Api\V1\Profile\EmployerProfileController","show","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","EmployerProfileService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ProfileTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PUT","/api/v1/employer/profile","v1.employer.profile.update","App\Http\Controllers\Api\V1\Profile\EmployerProfileController","update","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","EmployerProfileService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ProfileTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/information-requests/{informationRequest}","v1.information-requests.show","App\Http\Controllers\Api\V1\Application\ApplicationInformationRequestController","show","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","ApplicationInformationRequestService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ApplicationInformationRequestTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PATCH","/api/v1/information-requests/{informationRequest}","v1.information-requests.update","App\Http\Controllers\Api\V1\Application\ApplicationInformationRequestController","update","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","ApplicationInformationRequestService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ApplicationInformationRequestTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/information-requests/{informationRequest}/cancel","v1.information-requests.cancel","App\Http\Controllers\Api\V1\Application\ApplicationInformationRequestController","cancel","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","ApplicationInformationRequestService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ApplicationInformationRequestTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/information-requests/{informationRequest}/respond","v1.information-requests.respond","App\Http\Controllers\Api\V1\Application\ApplicationInformationRequestController","respond","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","ApplicationInformationRequestService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ApplicationInformationRequestTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/information-response-attachments/{attachment}/download","v1.information-response-attachments.download","App\Http\Controllers\Api\V1\Application\ApplicationInformationRequestController","download","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","ApplicationInformationRequestService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ApplicationInformationRequestTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PUT","/api/v1/interviews/{interview}","v1.interviews.update","App\Http\Controllers\Api\V1\Interview\InterviewController","update","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PATCH","/api/v1/interviews/{interview}","v1.interviews.patch","App\Http\Controllers\Api\V1\Interview\InterviewController","update","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","no","BACKEND_IMPLEMENTATION_REPORT.md","REVIEW","No normalized Postman method/path match"
"DELETE","/api/v1/interviews/{interview}","v1.interviews.destroy","App\Http\Controllers\Api\V1\Interview\InterviewController","destroy","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","no","BACKEND_IMPLEMENTATION_REPORT.md","REVIEW","No normalized Postman method/path match"
"GET","/api/v1/interviews/{interview}","v1.interviews.show","App\Http\Controllers\Api\V1\Interview\InterviewController","show","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PUT","/api/v1/interviews/{interview}/attendance","v1.interviews.attendance","App\Http\Controllers\Api\V1\Interview\InterviewController","attendance","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/interviews/{interview}/cancel","v1.interviews.cancel","App\Http\Controllers\Api\V1\Interview\InterviewController","cancel","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/interviews/{interview}/complete","v1.interviews.complete","App\Http\Controllers\Api\V1\Interview\InterviewController","complete","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/interviews/{interview}/confirm","v1.interviews.confirm","App\Http\Controllers\Api\V1\Interview\InterviewController","confirm","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/interviews/{interview}/evaluate","v1.interviews.evaluate","App\Http\Controllers\Api\V1\Interview\InterviewController","evaluate","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/interviews/{interview}/evaluation","v1.interviews.evaluation.store","App\Http\Controllers\Api\V1\Interview\InterviewController","evaluate","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","no","BACKEND_IMPLEMENTATION_REPORT.md","REVIEW","No normalized Postman method/path match"
"POST","/api/v1/interviews/{interview}/no-show","v1.interviews.no-show","App\Http\Controllers\Api\V1\Interview\InterviewController","noShow","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/interviews/{interview}/reschedule","v1.interviews.reschedule","App\Http\Controllers\Api\V1\Interview\InterviewController","reschedule","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/interviews/{interview}/schedule-history","v1.interviews.schedule-history","App\Http\Controllers\Api\V1\Interview\InterviewController","scheduleHistory","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","no","BACKEND_IMPLEMENTATION_REPORT.md","REVIEW","No normalized Postman method/path match"
"GET","/api/v1/interviews/{interview}/status-history","v1.interviews.status-history","App\Http\Controllers\Api\V1\Interview\InterviewController","statusHistory","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","no","BACKEND_IMPLEMENTATION_REPORT.md","REVIEW","No normalized Postman method/path match"
"POST","/api/v1/jobs","v1.jobs.store","App\Http\Controllers\Api\V1\JobPosting\JobPostingController","store","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","JobPostingService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/JobPostingTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/jobs","v1.jobs.index","App\Http\Controllers\Api\V1\JobPosting\JobPostingController","index","public","none","none","none","action-specific FormRequest or no body","none/route middleware","JobPostingService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/JobPostingTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS","Public route"
"GET","/api/v1/jobs/my","v1.jobs.my","App\Http\Controllers\Api\V1\JobPosting\JobPostingController","my","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","JobPostingService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/JobPostingTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/jobs/recommended","v1.jobs.recommended","App\Http\Controllers\Api\V1\JobPosting\JobPostingController","recommended","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","JobPostingService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/JobPostingTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PUT","/api/v1/jobs/{jobPosting}","v1.jobs.update","App\Http\Controllers\Api\V1\JobPosting\JobPostingController","update","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","JobPostingService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/JobPostingTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"DELETE","/api/v1/jobs/{jobPosting}","v1.jobs.destroy","App\Http\Controllers\Api\V1\JobPosting\JobPostingController","destroy","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","JobPostingService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/JobPostingTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/jobs/{jobPosting}","v1.jobs.show","App\Http\Controllers\Api\V1\JobPosting\JobPostingController","show","public","none","none","none","action-specific FormRequest or no body","none/route middleware","JobPostingService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/JobPostingTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS","Public route"
"GET","/api/v1/jobs/{jobPosting}/applications","v1.jobs.applications.index","App\Http\Controllers\Api\V1\Application\JobApplicationController","indexByJob","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","JobApplicationService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/JobApplicationTest.php; tests/Feature/Api/V1/ApplicationPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/jobs/{jobPosting}/applications","v1.jobs.applications.store","App\Http\Controllers\Api\V1\Application\JobApplicationController","store","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","JobApplicationService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/JobApplicationTest.php; tests/Feature/Api/V1/ApplicationPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/jobs/{jobPosting}/candidates/ranked","v1.jobs.candidates.ranked","App\Http\Controllers\Api\V1\JobPosting\JobPostingController","rankedCandidates","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","JobPostingService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/JobPostingTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/jobs/{jobPosting}/close","v1.jobs.close","App\Http\Controllers\Api\V1\JobPosting\JobPostingController","close","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","JobPostingService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/JobPostingTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/jobs/{jobPosting}/publish","v1.jobs.publish","App\Http\Controllers\Api\V1\JobPosting\JobPostingController","publish","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","JobPostingService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/JobPostingTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/jobs/{jobPosting}/skills","v1.jobs.skills.store","App\Http\Controllers\Api\V1\JobPosting\JobPostingController","attachSkills","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","JobPostingService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/JobPostingTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"DELETE","/api/v1/jobs/{jobPosting}/skills/{skill}","v1.jobs.skills.destroy","App\Http\Controllers\Api\V1\JobPosting\JobPostingController","detachSkill","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","JobPostingService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/JobPostingTest.php","no","BACKEND_IMPLEMENTATION_REPORT.md","REVIEW","No normalized Postman method/path match"
"GET","/api/v1/my/interviews","v1.interviews.my","App\Http\Controllers\Api\V1\Interview\InterviewController","my","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","InterviewService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/InterviewLifecycleTest.php; tests/Feature/Api/V1/InterviewPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/my/tests","v1.tests.my","App\Http\Controllers\Api\V1\Test\TestAssignmentController","my","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAssignmentService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/TestModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/notifications","v1.notifications.index","App\Http\Controllers\Api\V1\Notification\NotificationController","index","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","NotificationService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/NotificationTest.php","no","BACKEND_IMPLEMENTATION_REPORT.md","REVIEW","No normalized Postman method/path match"
"PATCH","/api/v1/notifications/read-all","v1.notifications.read-all","App\Http\Controllers\Api\V1\Notification\NotificationController","markAllAsRead","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","NotificationService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/NotificationTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/notifications/unread-count","v1.notifications.unread-count","App\Http\Controllers\Api\V1\Notification\NotificationController","unreadCount","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","NotificationService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/NotificationTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"DELETE","/api/v1/notifications/{notification}","v1.notifications.destroy","App\Http\Controllers\Api\V1\Notification\NotificationController","destroy","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","NotificationService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/NotificationTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PATCH","/api/v1/notifications/{notification}/read","v1.notifications.read","App\Http\Controllers\Api\V1\Notification\NotificationController","markAsRead","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","NotificationService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/NotificationTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/notifications/{notification}/read","v1.notifications.read.legacy","App\Http\Controllers\Api\V1\Notification\NotificationController","markAsRead","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","NotificationService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/NotificationTest.php","no","BACKEND_IMPLEMENTATION_REPORT.md","REVIEW","No normalized Postman method/path match"
"GET","/api/v1/profile","v1.profile.show","App\Http\Controllers\Api\V1\Profile\ProfileController","show","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","ProfileService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ProfileTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PUT","/api/v1/profile","v1.profile.update","App\Http\Controllers\Api\V1\Profile\ProfileController","update","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","ProfileService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ProfileTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/profile/education","v1.profile.education.index","App\Http\Controllers\Api\V1\Profile\EducationController","index","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","EducationService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/ProfileTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/profile/education","v1.profile.education.store","App\Http\Controllers\Api\V1\Profile\EducationController","store","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","none","action-specific FormRequest or no body","FormRequest/policy/service authorization","EducationService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ProfileTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
